,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.32760019302368165,0.03557347948614475,0.0,0.0,0.1,"(25,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 2}",0.3021978021978022,0.17679558011049723,0.22841225626740946,0.17366946778711484,0.24507042253521127,0.22537562604340566,0.047754156170708634,553,0.28890439637124915,0.1951219512195122,0.2086230876216968,0.17777777777777778,0.23509015256588073,0.22110347311122336,0.03873114450925105
1,0.48672008514404297,0.23748923698084962,0.0,0.0,0.1,"(25,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 3}",0.5054945054945055,0.18232044198895028,0.10027855153203342,0.42016806722689076,0.4169014084507042,0.3249860879243183,0.15574494585848128,533,0.47592463363572923,0.2759581881533101,0.10152990264255911,0.4173611111111111,0.4264909847434119,0.3394529640572243,0.13631491682123326
2,0.43991994857788086,0.04873590075421236,0.0031199932098388674,0.006239986419677735,0.1,"(25,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 4}",0.32142857142857145,0.4613259668508287,0.467966573816156,0.6218487394957983,0.5746478873239437,0.4885920979410128,0.10433479274596964,480,0.35450104675505933,0.5344947735191637,0.4659248956884562,0.59375,0.6282940360610264,0.5153929504047412,0.0975547590918744
3,0.6177600383758545,0.23732511739212112,0.0,0.0,0.1,"(25,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 5}",0.6510989010989011,0.5939226519337016,0.6545961002785515,0.6274509803921569,0.15492957746478872,0.5375626043405676,0.19109059910341003,447,0.650383810188416,0.6648083623693379,0.6439499304589708,0.6152777777777778,0.1449375866851595,0.5438714934959326,0.20011667239054032
4,0.7550400257110595,0.1488471242590703,0.006240034103393554,0.007642449765811761,0.1,"(25,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 6}",0.5934065934065934,0.6132596685082873,0.6573816155988857,0.7703081232492998,0.6253521126760564,0.6516416249304396,0.06264478824016453,376,0.6601535240753663,0.6905923344947735,0.6849791376912379,0.7319444444444444,0.6927877947295423,0.6920914470870728,0.023072102237178142
5,0.7893599510192871,0.2650348127222974,0.0,0.0,0.1,"(25,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 7}",0.6483516483516484,0.6353591160220995,0.6183844011142061,0.7675070028011205,0.2140845070422535,0.5776293823038398,0.1878516405324373,437,0.7006280530355897,0.7268292682926829,0.6585535465924895,0.7527777777777778,0.19764216366158113,0.6072861618720242,0.2071751062475764
6,0.648960018157959,0.27653823373610026,0.006240034103393554,0.007642449765811762,0.1,"(25,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 8}",0.09615384615384616,0.7209944751381215,0.14763231197771587,0.7927170868347339,0.7295774647887324,0.4958263772954925,0.3083765196594657,476,0.09979064898813678,0.7979094076655052,0.15577190542420027,0.7708333333333334,0.760748959778086,0.5170108510378524,0.31852924202115984
7,0.7768799781799316,0.07604096114847261,0.0,0.0,0.1,"(25,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 9}",0.7994505494505495,0.6270718232044199,0.7075208913649025,0.742296918767507,0.23098591549295774,0.6227045075125208,0.20229471660398674,409,0.8094905792044662,0.7114982578397212,0.7600834492350487,0.75,0.2711511789181692,0.6604446930394811,0.19713884322448005
8,0.6427199363708496,0.23314564468324475,0.0,0.0,0.1,"(25,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 10}",0.09615384615384616,0.7071823204419889,0.181058495821727,0.7450980392156863,0.676056338028169,0.4796883695047301,0.28222335124858877,481,0.08443824145150035,0.8097560975609757,0.16968011126564672,0.7625,0.7766990291262136,0.5206146958808673,0.32282980603583916
9,0.8798399925231933,0.2516585342664145,0.0,0.0,0.1,"(25,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 15}",0.1565934065934066,0.7513812154696132,0.7799442896935933,0.08683473389355742,0.723943661971831,0.4991652754590985,0.3099895538193774,472,0.15491974877878575,0.8501742160278746,0.8150208623087621,0.07847222222222222,0.8363384188626907,0.5469850936400671,0.3523383911420627
10,0.8049600124359131,0.3475125017074127,0.0,0.0,0.1,"(25,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 20}",0.7802197802197802,0.1132596685082873,0.0947075208913649,0.8095238095238095,0.21971830985915494,0.4040066777963272,0.3227832501355545,510,0.7983251919050942,0.13658536585365855,0.08970792767732963,0.8381944444444445,0.26144244105409153,0.4248510741869237,0.32632992108502173
11,1.2230400562286377,0.49080287595486316,0.0031199932098388674,0.006239986419677735,0.1,"(25,)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 25}",0.8379120879120879,0.7900552486187845,0.8495821727019499,0.7478991596638656,0.16056338028169015,0.6789092932665554,0.2597175396406169,332,0.8471737613398465,0.8550522648083624,0.8657858136300417,0.7576388888888889,0.15603328710124825,0.6963368031536776,0.2728886908791347
