,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,2.155920171737671,1.3711468597417118,0.0,0.0,0.1,"(25,)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,)}",0.9551171719846419,0.9507415254237288,0.9540458217454642,0.9486160773407496,0.9525890610515163,0.9522220456591981,0.0023254214900265175,25,0.9547425922860454,0.9513341720188042,0.9488860197967358,0.9490184394345681,0.9565994637004668,0.9521161374473242,0.0030867245506599954
1,3.3820000648498536,1.8315039953895642,0.0012000083923339843,0.0024000167846679687,0.1,"(50,)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,)}",0.9494240699059976,0.951271186440678,0.9627863859091511,0.9572242087140777,0.9482187789696729,0.9537846284231156,0.005461994358991684,24,0.9519284886608177,0.9530887903065616,0.9588505975436157,0.9551759525937696,0.9537524414870725,0.9545592541183675,0.0023887269722372754
2,3.382719945907593,1.4312614833446462,0.0,0.0,0.1,"(25, 25)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25)}",0.9498212630742752,0.9621292372881356,0.9664945040392001,0.9521917626804397,0.9619917891669978,0.9585253456221198,0.006393631570732462,20,0.9507366330077802,0.9648414222339933,0.9636508094150362,0.9521965107425431,0.9661336776243917,0.9595118106047489,0.0066317802742295335
3,4.756680107116699,1.0507806392057237,0.007639932632446289,0.0069837978564481025,0.1,"(50, 50)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",0.9633258307957103,0.9623940677966102,0.9663620712488412,0.960402595682691,0.9631836842802278,0.9631336405529954,0.0019217905741064265,13,0.9655686144678034,0.9658346023968748,0.9648756910649849,0.9587512828152415,0.9669281954513854,0.9643916772392579,0.00289653094348551
4,7.558960056304931,1.0230865939283347,0.012560033798217773,0.006281927306889405,0.1,"(100, 100)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 100)}",0.9627962399046737,0.965572033898305,0.9682161303138657,0.9664945040392001,0.9627863859091511,0.965172943482176,0.0021218335014833787,11,0.9655024002648568,0.9678540687280672,0.9645777468798623,0.9648425861555269,0.9690800145661601,0.9663713633188946,0.001780141749669787
5,4.708480024337769,0.7417213829758621,0.009359931945800782,0.007642352431958399,0.1,"(25, 25, 25)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25, 25)}",0.9605454786177677,0.9617319915254238,0.9659647728777645,0.966626936829559,0.96172692358628,0.9633190317283754,0.0024774267607227656,12,0.9633504386690945,0.9645103621796994,0.9654715794352302,0.9655377892541464,0.9664647267189724,0.9650669792514286,0.0010578653492535537
6,10.07908000946045,0.8871517283041098,0.015600109100341797,1.1680077279964342e-07,0.1,"(100, 25, 100)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100)}",0.9671653647557262,0.9653072033898306,0.9690107270560191,0.9692755926367369,0.9659647728777645,0.9673446686794851,0.0015869028166907563,3,0.969375931137229,0.9704694431569887,0.9686827556526633,0.9706690502201476,0.9715628827755156,0.9701520125885088,0.0010118955603689126
7,2.009640073776245,1.355003391766018,0.004120063781738281,0.005856377146637672,0.01,"(25,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,)}",0.9483648881239243,0.9508739406779662,0.9537809561647463,0.9528539266322341,0.952986359422593,0.9517718099475608,0.001954365605310403,26,0.9496440986591624,0.9506720519102165,0.948952229615652,0.9528586089317046,0.958552653358493,0.9521359284950457,0.0034694297551031337
8,5.6027600288391115,2.3705071968658435,0.0,0.0,0.01,"(50,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,)}",0.9612074672315636,0.9594809322033898,0.9682161303138657,0.9678188319427891,0.9474241822275196,0.9608294930875576,0.00755055939173155,18,0.9650720079457044,0.9623915778322187,0.966266097262224,0.9667626709040951,0.9529910285695369,0.9626966765027557,0.005083462628879358
9,3.838199996948242,2.0208035882942226,0.0031199932098388674,0.006239986419677735,0.01,"(25, 25)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25)}",0.9500860585197934,0.9621292372881356,0.9668918024102768,0.9646404449741756,0.9488809429214674,0.9585253456221198,0.007544721512428155,20,0.9507035259063069,0.9660332384294511,0.966729565994637,0.9641473830569074,0.9530903432979111,0.9601408113370427,0.006825781388174293
10,6.311920070648194,0.877077770177638,0.006319952011108398,0.005859124128147989,0.01,"(50, 50)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50)}",0.9684893419833179,0.9654396186440678,0.9678188319427891,0.9663620712488412,0.9638458482320222,0.9663912283489592,0.0016628704851053002,5,0.9698725376593279,0.9680858107660729,0.9673585592743403,0.9668619856324693,0.9703380011255669,0.9685033788915554,0.0013725582974322375
11,9.01468005180359,0.9540373819686784,0.015599966049194336,1.5078914929239175e-07,0.01,"(100, 100)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 100)}",0.9659737852508937,0.9658368644067796,0.9704674877499669,0.9702026221692491,0.9646404449741756,0.9674241220403623,0.0024229080820433453,2,0.9705346796887933,0.9702045951135536,0.9706028404012315,0.9707683649485218,0.97080146985798,0.9705823900020161,0.00021354443780217456
