,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.1372800350189209,0.0760409454965449,0.0031200408935546874,0.006240081787109375,0.1,"(25,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 2}",0.09615384615384616,0.09668508287292818,0.11420612813370473,0.10644257703081232,0.12112676056338029,0.10684474123539232,0.009751848236558865,559,0.10048848569434753,0.09686411149825784,0.10152990264255911,0.11041666666666666,0.130374479889043,0.10793472927817482,0.012072525389903704
1,0.19967994689941407,0.03331258135495808,0.003119945526123047,0.006239891052246094,0.1,"(25,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 3}",0.1510989010989011,0.143646408839779,0.08913649025069638,0.23529411764705882,0.18028169014084508,0.15971062882582082,0.04775542918254328,529,0.2044661549197488,0.13658536585365855,0.1258692628650904,0.22916666666666666,0.210124826629681,0.1812424553869691,0.0417868584869045
2,0.3307199954986572,0.07209827911560023,0.0031200408935546874,0.006240081787109375,0.1,"(25,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 4}",0.28296703296703296,0.2541436464088398,0.17270194986072424,0.3473389355742297,0.2507042253521127,0.2615470228158041,0.056270394686191334,500,0.3182135380321005,0.27735191637630663,0.2211404728789986,0.35347222222222224,0.2933425797503467,0.2927041458519949,0.04404757889427961
3,0.5148000240325927,0.11162461036872776,0.003119945526123047,0.006239891052246094,0.1,"(25,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 5}",0.3873626373626374,0.3259668508287293,0.4233983286908078,0.3137254901960784,0.3380281690140845,0.3578185865331107,0.04127928056272269,473,0.4521981856245639,0.2975609756097561,0.4631432545201669,0.3923611111111111,0.35852981969486825,0.3927586693120933,0.06119055322393943
4,0.5054400444030762,0.0817177687689692,0.0031199932098388674,0.006239986419677735,0.1,"(25,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 6}",0.36813186813186816,0.4558011049723757,0.48746518105849584,0.4649859943977591,0.37464788732394366,0.4301613800779076,0.049168696576220715,444,0.39497557571528263,0.49198606271777,0.541029207232267,0.4840277777777778,0.391123439667129,0.46062841262204524,0.05854290143568543
5,0.5366399765014649,0.13441368890997676,0.0,0.0,0.1,"(25,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 7}",0.5824175824175825,0.5331491712707183,0.5933147632311978,0.5126050420168067,0.4309859154929577,0.5308848080133556,0.05792662740852494,352,0.6071179344033496,0.5707317073170731,0.6328233657858137,0.5090277777777777,0.4507628294036061,0.5540927229375241,0.06632489601268152
6,0.664560079574585,0.11945971924026856,0.006239986419677735,0.007642391366541052,0.1,"(25,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 8}",0.43956043956043955,0.3314917127071823,0.6155988857938719,0.6722689075630253,0.5492957746478874,0.5208681135225376,0.12275969991345638,382,0.4898813677599442,0.3637630662020906,0.631432545201669,0.6645833333333333,0.5998613037447988,0.5499043232483671,0.11004103688132776
7,0.7082398891448974,0.13763409192424722,0.0031200408935546874,0.006240081787109375,0.1,"(25,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 9}",0.43131868131868134,0.43922651933701656,0.5877437325905293,0.7086834733893558,0.5633802816901409,0.5453533667223149,0.10308176470520594,283,0.48360083740404747,0.48362369337979094,0.6522948539638387,0.7069444444444445,0.5929264909847434,0.583878064035373,0.08945895838626923
8,0.6614400386810303,0.11657283191331583,0.0,0.0,0.1,"(25,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 10}",0.3489010989010989,0.3839779005524862,0.6713091922005571,0.6638655462184874,0.5690140845070423,0.5264329437952142,0.13702519123747886,367,0.42498255408234475,0.43344947735191636,0.6815020862308763,0.6444444444444445,0.5894590846047156,0.5547675293428596,0.1066483104043143
9,0.7176000118255615,0.21593467600813093,0.006240034103393554,0.007642449765811762,0.1,"(25,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 15}",0.6978021978021978,0.5386740331491713,0.6824512534818942,0.7254901960784313,0.7436619718309859,0.6772398441847524,0.07275324310032098,186,0.7173761339846476,0.6613240418118467,0.8191933240611962,0.7354166666666667,0.760748959778086,0.7388118252604886,0.05180308053856509
10,0.7800000190734864,0.13706718381234057,0.0,0.0,0.1,"(25,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 20}",0.760989010989011,0.6961325966850829,0.7353760445682451,0.8543417366946778,0.8225352112676056,0.773511407902059,0.057456284089700334,54,0.8276343335659456,0.748432055749129,0.7795549374130737,0.7798611111111111,0.8099861303744799,0.7890937136427479,0.027391502642540172
