1,7.344776062836325
2,5.835490537329523
3,5.1539611764188455
4,3.9662359665872806
5,2.9663451950935893
6,2.5720444193206005
7,2.4060094135782015
8,2.0686735457465466
9,1.8299331438269661
10,1.789517392319679
11,1.6978461553340378
12,1.5728788868795136
13,1.388707814945044
14,1.359336088565398
15,1.3215253598609078
16,1.1682917644675215
17,1.0836867752499066
18,0.9997786171449631
19,0.9743829305689541
20,0.9089124184577122
21,0.8227192644558208
22,0.7763101392596066
23,0.7115567531171367
24,0.645523648061004
25,0.5952739876615533
26,0.5765017972018546
27,0.5267315516205447
28,0.5106363011725031
29,0.48686381297937137
30,0.4556010705278539
31,0.44285155170799223
32,0.42230086300618397
33,0.39910630258276064
34,0.391101111176367
35,0.36094516801040116
36,0.34860305887186493
37,0.31959630000067357
38,0.2940662706200281
39,0.2769228513803102
40,0.2582730040151318
41,0.2478302860350335
42,0.24235660038291484
43,0.21758199560459018
44,0.2079959268999443
45,0.20009090171636798
46,0.1898351645277065
47,0.17612894217337993
48,0.16875235857271925
49,0.1581847410612667
50,0.1431142740412008
51,0.1332108127606752
52,0.12426370770472278
53,0.11932898442658318
54,0.11188654747493039
55,0.10250433829678868
56,0.09840876078171164
57,0.0901854300658527
58,0.08246812302637752
59,0.07635394259647431
60,0.06328961499153365
61,0.05037444015485329
62,1.974301400317766e-31
63,3.90222010530433e-32
64,3.842669587132317e-32
