,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.8686262130737304,0.550984468421302,0.002999401092529297,1.1680077279964342e-07,0.1,"(25,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 2}",0.7307030319078511,0.7304025423728814,0.7307641372003708,0.7307641372003708,0.7303668388292941,0.7306001377191589,0.00017767757262497624,191,0.7307068366164542,0.7314109779514004,0.7306584566491211,0.7306915615585792,0.7306584566491211,0.7308252578849352,0.0002934660475448537
1,3.3583281517028807,1.183981634078934,0.003399372100830078,0.0007998347295735097,0.1,"(25,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 3}",0.8294717330861909,0.8252118644067796,0.8320752218249239,0.8143292279168322,0.8336644153092305,0.8269505800095344,0.006928180501484606,168,0.8328422446614799,0.8333774746739059,0.8323236335948622,0.8146787168537094,0.8316615354057006,0.8289767210379317,0.0071714974859356274
2,2.627874231338501,1.0086375736262174,0.003199338912963867,0.0003999471771024199,0.1,"(25,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 4}",0.8803124586257116,0.8706302966101694,0.8825321149516621,0.8785591312408952,0.8805456230962786,0.8785158112188145,0.00413918528380658,144,0.8849859294818738,0.8749255114877839,0.8781739331942927,0.8814844241401,0.8790677657496607,0.8797275128107422,0.0033658810383436714
3,4.671265602111816,2.5159937288634184,0.0033993244171142576,0.00048972621030952,0.1,"(25,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 5}",0.9082483781278962,0.9100900423728814,0.9027943318765727,0.918421401138922,0.9030591974572905,0.9085226971767573,0.005712574555386929,122,0.9114385035590135,0.9114414354763954,0.9004866421690336,0.9208461614857484,0.9007514814446983,0.9089928448269777,0.007651843080877704
4,2.898820161819458,0.136392125744544,0.0031993865966796877,0.00039992333879854,0.1,"(25,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 6}",0.9547199788163644,0.9516684322033898,0.9560323136008476,0.9533836577936697,0.9525890610515163,0.9536786906086128,0.0015452619063372564,82,0.953583843734481,0.9543468185128783,0.9520971960141689,0.9536862316681564,0.95534147714106,0.9538111134141489,0.0010614850824371168
5,3.332257699966431,0.4859724220763192,0.0031995296478271483,0.0003998518096733217,0.1,"(25,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 7}",0.9549847742618827,0.9555084745762712,0.9577539398755132,0.956694477552642,0.9502052708250562,0.9550293977435246,0.0025960231273014656,75,0.9579539811289521,0.9557703767463418,0.9544476445856921,0.9545138544046082,0.9565332538815506,0.955843822149429,0.0013154168351590294
6,2.8946673393249513,1.881272176656472,0.003399944305419922,0.0004898040465379741,0.1,"(25,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 8}",0.9518072289156626,0.9545815677966102,0.9537809561647463,0.9524566282611575,0.9479539133889551,0.9521161078446951,0.0022971360221613756,84,0.9520609170667108,0.9586174932132688,0.9505743701790975,0.9520309861952527,0.9538186513059886,0.9534204835920637,0.002794527947377931
7,1.4404000282287597,0.4441480623314242,0.004999971389770508,0.0006324097208951227,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 2}",0.7304382364623329,0.7310646186440678,0.7312938683618064,0.7320884651039598,0.7310290027810886,0.7311827956989247,0.0005337782736351809,176,0.7307730508194008,0.7312785539296829,0.7312212401099083,0.7311881352004502,0.7317178137517794,0.7312357587622443,0.0003002618439182061
8,4.225800037384033,1.270656070038915,0.004599952697753906,0.0007999062587002511,0.1,"(50,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 3}",0.8368860055607044,0.8258739406779662,0.8336644153092305,0.8320752218249239,0.8324725201960005,0.8321945018274273,0.0035837936809084148,166,0.8369475252441648,0.8330795206250414,0.8361638030919986,0.8323236335948622,0.8288476181017644,0.8334724201315662,0.0029045747408979893
9,3.948600006103516,1.1671884828588284,0.0053999900817871095,0.0008000493062943438,0.1,"(50,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 4}",0.8789884813981199,0.8788400423728814,0.8851807707588399,0.882664547742021,0.8846510395974043,0.8820647280046613,0.002706339894365095,137,0.8809468631021354,0.8836654969211415,0.8786042970172476,0.8870129440195981,0.884662495448075,0.8829784193016396,0.0029273108537560236
10,7.1441998958587645,1.9149676058863077,0.0053999900817871095,0.001854661258543337,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 5}",0.9179134118893155,0.9132680084745762,0.917229506025692,0.9188186995099987,0.9188186995099987,0.917209597965994,0.0020596503071230164,108,0.9184903161728191,0.9169039263722439,0.9117423113847783,0.9220379382262389,0.9212434203992452,0.9180835825110651,0.003671246245520635
