,2,3,4,5,6,7,8,9,10,15,20,25,30,35,40,45,50,55,60,65,70,80,90,100
GMM,0.16917084028937118,0.2648859209794101,0.2932665553700612,0.37117417918753476,0.46188091263216474,0.5191986644407346,0.5498052309404563,0.6299387868670006,0.6432943795214245,0.756816917084029,0.8057874234835838,0.8508625486922649,0.8146911519198664,0.8024485253199778,0.7890929326655537,0.7996661101836394,0.8107957707289928,0.8247078464106845,0.8247078464106845,0.8313856427378965,0.8386199220923762,0.8525319977740679,0.8447412353923205,0.8475236505286589
Kmeans,0.19922092376182526,0.27712854757929883,0.32276015581524764,0.3377851975514747,0.41457985531441294,0.44407345575959933,0.46855870895937674,0.5676126878130217,0.5920979410127991,0.6505286588759043,0.7406789092932665,0.7395659432387313,0.781858653311074,0.7851975514746801,0.8030050083472454,0.8146911519198664,0.8057874234835838,0.8280467445742905,0.8286032276015581,0.8430717863105175,0.8391764051196439,0.8436282693377852,0.8480801335559266,0.8664440734557596
