,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
48,7.725400066375732,1.3602824918503942,0.02183990478515625,0.007642430300627835,0.1,"(100, 25, 100)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 8}",0.9617370581226002,0.964645127118644,0.9680836975235069,0.9680836975235069,0.9634485498609455,0.9651994279358017,0.002529803292330072,33,0.9647078298294984,0.9656690723697279,0.9653060548879399,0.9668950905419273,0.9683517065580826,0.9661859508374352,0.0012976593473193005
49,2.502440023422241,0.1912165886802561,0.006239938735961914,0.007642332965038969,0.01,"(25,)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'filter__n': 2}",0.9363166953528399,0.9390889830508474,0.9414647066613694,0.9386836180638326,0.9397430803867037,0.9390592722072144,0.0016684316905287635,150,0.9404072173481212,0.9394822220750845,0.9362068394742941,0.9393187009633529,0.9394511206011852,0.9389732200924076,0.0014363870509383086
50,2.381360149383545,0.09714344866649009,0.00935988426208496,0.0076423134983674675,0.01,"(25,)",3,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'filter__n': 3}",0.9353899112935258,0.9382944915254238,0.9434511985167527,0.9316646801748113,0.9400079459674215,0.937761533979554,0.004012332113362482,189,0.9389836119847708,0.9399457061510958,0.9379282947661138,0.9355778461945906,0.9387228125931075,0.9382316543379356,0.001475084746308184
51,2.3152400970458986,0.040324375567628565,0.0031199932098388674,0.006239986419677735,0.01,"(25,)",4,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'filter__n': 4}",0.9363166953528399,0.9380296610169492,0.9421268706131638,0.9373592901602437,0.9397430803867037,0.93871497431008,0.0020375107626771564,168,0.9393146829995034,0.9387869959610673,0.9372330916674942,0.9391200715066045,0.9376634554904493,0.9384236595250238,0.0008253832859327223
52,3.7031200408935545,0.6151683168378158,0.003119945526123047,0.006239891052246094,0.01,"(25,)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'filter__n': 5}",0.9477028995101284,0.9525953389830508,0.9560323136008476,0.9527214938418752,0.9460998543239306,0.9510302452460406,0.003625149595264583,110,0.9486508856149644,0.9528570482685559,0.9501440063561426,0.9518654616479624,0.9523620352898334,0.9511758874354918,0.001558792727021663
53,5.505880069732666,2.2669356768603395,0.0,0.0,0.01,"(25,)",6,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'filter__n': 6}",0.9490268767377201,0.9516684322033898,0.9574890742947954,0.9593431333598199,0.960402595682691,0.9555855712696647,0.004456732156126893,98,0.9507697401092534,0.9557372707409124,0.9526268745654981,0.957195352070712,0.9631211308637071,0.9558900736700167,0.004263368920140412
54,5.714919996261597,1.0081460454288729,0.006239891052246094,0.007642274564280669,0.01,"(25,)",7,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'filter__n': 7}",0.9588243082218986,0.9564353813559322,0.9623890875380744,0.9630512514898689,0.9479539133889551,0.9577308120133482,0.005448981023138065,80,0.9625889753352094,0.9593458253327154,0.9610355215678485,0.9620617737610487,0.9522296156520011,0.9594523423297646,0.0037771201208766283
55,4.436720085144043,1.4895036095084297,0.012479925155639648,0.006239962580324957,0.01,"(25,)",8,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'filter__n': 8}",0.9466437177280551,0.956302966101695,0.9601377301019732,0.9516620315190041,0.946762018275725,0.9523014990200752,0.0053013761265007075,105,0.9499751696738951,0.9606700655498908,0.9583209189922866,0.9496805376237296,0.9514682027344655,0.9540229789148535,0.004569999715378989
56,2.5997600078582765,0.3393940364399885,0.009360074996948242,0.007642469232731191,0.01,"(50,)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'filter__n': 2}",0.9351251158480074,0.939353813559322,0.9431863329360349,0.936961991789167,0.9390809164349093,0.9387414587637057,0.0027015613637375686,166,0.9400099321304419,0.9399788121565252,0.9376965603999073,0.9378289800377396,0.9384248684079849,0.9387878306265197,0.001015280830300808
57,2.452720022201538,0.06844145995695441,0.012480020523071289,0.006240010264040759,0.01,"(50,)",3,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'filter__n': 3}",0.9353899112935258,0.9381620762711864,0.9437160640974706,0.9385511852734737,0.9368295589988082,0.9385295831346999,0.0028207162844143554,175,0.939016719086244,0.9394160100642257,0.93799450458503,0.9394842255106433,0.9386566027741914,0.9389136124040668,0.0005476215567529975
