,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.26519999504089353,0.07513952524014036,0.006239891052246094,0.007642274564280669,0.1,"(25,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 2}",0.06868131868131869,0.09392265193370165,0.18384401114206128,0.1792717086834734,0.16338028169014085,0.13745130773511408,0.047433170932412706,540,0.12002791346824843,0.1024390243902439,0.1933240611961057,0.18263888888888888,0.130374479889043,0.145760873566506,0.03577136786166726
1,0.33384008407592775,0.12027177091513654,0.0,0.0,0.1,"(25,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 3}",0.07692307692307693,0.12154696132596685,0.08913649025069638,0.27170868347338933,0.10140845070422536,0.1318864774624374,0.07117595393397122,546,0.10327983251919051,0.1240418118466899,0.11543810848400557,0.2826388888888889,0.10124826629680998,0.14532938160711698,0.06915469460663821
2,0.32760000228881836,0.060014391609036,0.0,0.0,0.1,"(25,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 4}",0.12087912087912088,0.1712707182320442,0.17548746518105848,0.12324929971988796,0.09014084507042254,0.13633834168057873,0.03249723821715702,544,0.13538032100488487,0.13170731707317074,0.20792767732962447,0.16666666666666666,0.0970873786407767,0.14775387214302466,0.03729951980527288
3,0.30887999534606936,0.0879154467650424,0.0,0.0,0.1,"(25,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 5}",0.12637362637362637,0.10220994475138122,0.20891364902506965,0.19887955182072828,0.14929577464788732,0.15692821368948248,0.04114963411615048,520,0.11653872993719469,0.10522648083623694,0.2510431154381085,0.21944444444444444,0.15950069348127602,0.17035069282745213,0.05687895276461919
4,0.33384008407592775,0.04019834125314027,0.0,0.0,0.1,"(25,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 6}",0.13186813186813187,0.20994475138121546,0.06963788300835655,0.14285714285714285,0.24788732394366197,0.16026711185308848,0.06227592705134942,513,0.12281926029309141,0.1902439024390244,0.1168289290681502,0.17708333333333334,0.22676837725381416,0.16674876047748272,0.041672461036685086
5,0.5023200035095214,0.16193979412127243,0.0,0.0,0.1,"(25,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 7}",0.0989010989010989,0.22375690607734808,0.21448467966573817,0.3165266106442577,0.16619718309859155,0.2036727879799666,0.07166425184650602,456,0.09769713886950454,0.2912891986062718,0.22878998609179416,0.40347222222222223,0.1636615811373093,0.2369820253854204,0.10536748205236454
6,0.34008007049560546,0.06647866085015125,0.0,0.0,0.1,"(25,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 8}",0.18956043956043955,0.07734806629834254,0.06406685236768803,0.19607843137254902,0.19436619718309858,0.1441291040623261,0.060264089738354946,536,0.21004884856943476,0.06480836236933799,0.09318497913769123,0.18125,0.1768377253814147,0.14522598309157575,0.055989812910443165
7,0.3712800979614258,0.0895607765993329,0.0031200408935546874,0.006240081787109375,0.1,"(25,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 9}",0.28296703296703296,0.17679558011049723,0.10863509749303621,0.12044817927170869,0.15492957746478872,0.16917084028937118,0.06227800126362985,496,0.30704815073272856,0.156794425087108,0.13351877607788595,0.09930555555555555,0.15811373092926492,0.1709561276765086,0.07130480978721947
8,0.49295992851257325,0.12886785791279254,0.0,0.0,0.1,"(25,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 10}",0.17857142857142858,0.1132596685082873,0.2757660167130919,0.31092436974789917,0.3352112676056338,0.24207011686143573,0.08391462249926346,421,0.15282623866015352,0.1240418118466899,0.3219749652294854,0.29930555555555555,0.3828016643550624,0.25619004712938936,0.10036367582186302
9,0.6427199840545654,0.2521996294192109,0.006240034103393554,0.007642449765811762,0.1,"(25,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 15}",0.18406593406593408,0.1298342541436464,0.42896935933147634,0.7450980392156863,0.10985915492957747,0.31886477462437396,0.2408792307932185,370,0.21004884856943476,0.11149825783972125,0.5111265646731572,0.7826388888888889,0.1407766990291262,0.35121785180006565,0.2582148553730899
10,0.9016799449920654,0.49806768334311874,0.006240081787109375,0.007642508165826268,0.1,"(25,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 20}",0.12637362637362637,0.27071823204419887,0.7910863509749304,0.11204481792717087,0.5295774647887324,0.36505286588759045,0.26010974665238096,346,0.1702721563154222,0.3686411149825784,0.8532684283727399,0.1451388888888889,0.6310679611650486,0.4336777099449356,0.2727219015374753
