0,346.3589247791958
1,968.6735712975277
2,541.9146687768393
3,27.988217391121122
4,1.4736772938134721
5,52.60492115868396
6,85.45596747682976
7,237.50026805325786
8,6.136303402010602
9,108.722915415201
10,3.211946603894662
11,5.963970939414692
12,3.505146596677904
13,2.814414442978554
14,6.529545796629007
15,2.6518036628018904
16,6.032530704820925
17,1.3747667209506065
18,503.03617831615134
19,2.3135971461750127
20,2.744181467513726
21,12.993801167690389
22,2.389187889589943
23,2.8587872599533495
24,28.278076353984783
25,3.8585816560207324
26,1630.2002621262047
27,3.043041243837203
28,2.950699663093888
29,1.0316159654638999
30,0.5478398149939387
31,1.358667232162103
32,3.956835949663254
33,2.0225145883683022
34,1773.1140922269703
35,2.820533467065957
36,-0.45640034385688066
37,7.2586976892454675
38,715.7398141774097
